"","SampleID","pOTU002","pOTU003","pOTU001","pOTU004","pOTU005","pOTU007","pOTU009","pOTU010","pOTU006","pOTU011","pOTU008","pOTU013","pOTU012","pOTU014","pOTU015","pOTU017","pOTU020","pOTU016","pOTU022","pOTU024","pOTU018","pOTU021","pOTU019","pOTU027","pOTU028","pOTU026","pOTU023","pOTU025","pOTU031","pOTU029","pOTU033","pOTU034","pOTU030","pOTU037","pOTU040","pOTU035","pOTU038","pOTU052","pOTU032","pOTU036","pOTU039","pOTU051","pOTU042","pOTU044","pOTU041","pOTU048","pOTU047","pOTU045","pOTU054","pOTU049","pOTU046","pOTU055","pOTU068","pOTU043","pOTU056","pOTU064","pOTU109","pOTU059","pOTU057","pOTU065","pOTU050","pOTU181","pOTU060","pOTU069","pOTU130","pOTU102","pOTU142","pOTU071","pOTU058","pOTU063","pOTU066","pOTU073","pOTU053","pOTU160","pOTU062","pOTU176","pOTU136","pOTU070","pOTU061","pOTU174","pOTU169","pOTU079","pOTU067","pOTU089","pOTU095","pOTU131","pOTU075","pOTU161","pOTU140","pOTU090","pOTU138","pOTU170","pOTU084","pOTU124","pOTU072","pOTU083","pOTU077","pOTU080","pOTU093","pOTU116","pOTU180","pOTU108","pOTU074","pOTU076","pOTU086","pOTU144","pOTU166","pOTU139","pOTU157","pOTU078","pOTU163","pOTU096","pOTU087","pOTU165","pOTU081","pOTU120","pOTU179","pOTU092","pOTU105","pOTU156","pOTU172","pOTU158","pOTU111","pOTU082","pOTU085","pOTU113","pOTU164","pOTU168","pOTU106","pOTU091","pOTU098","pOTU088","pOTU122","pOTU175","pOTU162","pOTU094","pOTU117","pOTU097","pOTU125","pOTU154","pOTU123","pOTU159","pOTU100","pOTU103","pOTU112","pOTU126","pOTU099","pOTU101","pOTU150","pOTU129","pOTU128","pOTU119","pOTU148","pOTU145","pOTU137","pOTU146","pOTU107","pOTU152","pOTU141","pOTU115","pOTU132","pOTU178","pOTU133","pOTU114","pOTU177","pOTU127","pOTU121","pOTU104","pOTU167","pOTU151","pOTU155","pOTU147","pOTU135","pOTU110","Old_sample_ID","project","size_fraction_lower_threshold","size_fraction_upper_threshold","collection_date_merged","Year","Month","Day","lat","long","lat_rank","depth","water_colum","altitude","feature_v2","raw_env_v2","Salinity_V2","Temp_MG","Longhurst_province","longhurst_code","province_name","ocean","biome","OcenRegion","notus_18SrRNA","nreads_18SrRNA","picozoa_nreads","picozoa_noutus","picozoa_nreads_rarefy","Picozoa_notus_rarefy","Shannon","S.obs","S.chao1","water_colum2","depth_group"
"24","ERR10234100",75,0,49,0,0,86,22,0,0,0,0,0,7,37,0,0,0,0,8,0,0,0,0,0,0,0,0,0,8,0,0,0,25,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCC_AABGOSTA_2_1_HYGGYBCXY.12BA179","Tara_Oceans",0.22,"3","08/10/2013",2013,10,8,72.4693,-71.892,"60_90",5,"SURF",NA,NA,NA,31.995275,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",1297,377021,12129,16,320,11,1.931001643,11,11,"SUNLIGHT","epi"
"25","ERR10234101",86,5,88,0,8,29,205,0,0,0,0,0,55,113,0,0,0,0,26,0,0,0,0,0,0,1,0,0,10,0,0,0,12,0,2,0,0,0,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCC_AABHOSTA_2_1_HYGGYBCXY.12BA191","Tara_Oceans",0.22,"3","12/10/2013",2013,10,12,70.9433,-53.5127,"60_90",411,"MESO",NA,NA,NA,34.50669,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",2156,307237,20152,24,663,17,2.056224186,17,20,"NO_SUNLIGHT","meso"
"26","ERR10234102",171,0,36,0,7,26,99,0,0,0,0,0,10,58,0,0,0,0,15,0,0,0,0,0,0,0,0,0,36,0,0,0,64,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCC_AABIOSTA_2_1_HYGGYBCXY.12BA108","Tara_Oceans",0.22,"3","12/10/2013",2013,10,12,70.9574,-53.5989,"60_90",5,"SURF",NA,NA,NA,32.08274,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",1532,534750,29481,23,559,12,2.070336435,12,12,"SUNLIGHT","epi"
"27","ERR10234104",34,0,10,0,0,5,20,0,0,0,0,0,1,10,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCC_AABLOSTA_2_1_HYGGYBCXY.12BA144","Tara_Oceans",0.22,"3","23/10/2013",2013,10,23,64.7127,-53.0106,"60_90",5,"SURF",NA,NA,NA,32.602725,NA,"Polar - Boreal Polar Province (POLR)","BPLR","Boreal polar","Arctic","Polar","AO",1542,444591,4317,16,100,11,1.953038242,11,11.5,"SUNLIGHT","epi"
"28","ERR10234105",58,0,15,0,9,9,22,0,0,0,0,0,0,14,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,2,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"CCC_AABMOSTA_2_1_HYGGYBCXY.12BA156","Tara_Oceans",0.22,"3","27/10/2013",2013,10,27,61.5427,-55.9869,"60_90",5,"SURF",NA,NA,NA,34.212612,NA,"Polar - Atlantic Arctic Province","ARCT","Atlantic Arctic","Atlantic","Polar","NAO",2069,483733,7486,22,153,12,1.997060831,12,12,"SUNLIGHT","epi"
"29","ERR10234166",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEBOSTA_1_1_HYN2WBCX2.12BA013","Tara_Oceans",0.8,"5","16/03/2010",2010,3,16,19.0351,64.5638,"0_30",340,"MESO",NA,NA,NA,36.021302,NA,"Coastal - NW Arabian Upwelling Province","ARAB","Northwest Arabian Sea upwelling","Indian","Westerly","IO",2212,448106,25,9,0,0,0,0,0,"NO_SUNLIGHT","meso"
"30","ERR10234167",32,3,0,4,18,0,0,29,0,8,22,0,0,0,0,12,0,12,0,0,2,5,9,1,2,2,4,2,0,0,2,1,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAECOSTA_1_1_HYN2WBCX2.12BA025","Tara_Oceans",0.8,"5","21/09/2009",2009,9,21,36.5229,-4.0023,"30_60",8,"EPI",NA,NA,NA,99999,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",4805,448193,8270,42,178,22,2.578236338,22,22.42857143,"SUNLIGHT","epi"
"31","ERR10234174",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEJOSTA_1_1_HYN2WBCX2.12BA014","Tara_Oceans",0.8,"5","20/03/2010",2010,3,20,18.7341,66.3896,"0_30",270,"MESO",NA,NA,NA,35.901885,NA,"Coastal - NW Arabian Upwelling Province","ARAB","Northwest Arabian Sea upwelling","Indian","Westerly","IO",2120,488689,23,5,0,0,0,0,0,"NO_SUNLIGHT","meso"
"32","ERR10234180",73,34,0,84,8,0,0,0,0,6,11,0,0,0,0,0,0,1,3,5,0,9,17,3,0,0,11,6,0,0,1,10,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEPOSTA_1_1_HYN2WBCX2.12BA086","Tara_Oceans",0.8,"5","12/07/2010",2010,7,12,-35.2421,26.3048,"-30_-60",30,"EPI",NA,NA,NA,99999,NA,"Coastal - E. Africa Coastal Province","EAFR","East African coast","Indian","Coastal","IO",6605,460343,13344,39,293,24,2.246923478,24,29.25,"SUNLIGHT","epi"
"33","ERR10234181",0,5,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEQOSTA_1_1_HYN2WBCX2.12BA003","Tara_Oceans",0.8,"3","13/09/2010",2010,9,13,-31.0198,4.6685,"-30_-60",700,"MESO",NA,NA,NA,34.477664,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",5146,479517,1008,26,26,5,1.294266927,5,6,"NO_SUNLIGHT","meso"
"34","ERR10234182",34,20,0,104,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEROSTA_1_1_HYN2WBCX2.12BA015","Tara_Oceans",0.8,"5","16/10/2010",2010,10,16,-21.0292,-35.3498,"0_-30",150,"EPI",NA,NA,NA,36.724683,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",6264,443422,7510,28,179,16,1.40850355,16,21.6,"SUNLIGHT","epi"
"35","ERR10234183",0,2,0,11,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAESOSTA_1_1_HYN2WBCX2.12BA027","Tara_Oceans",0.8,"3","13/05/2011",2011,5,13,2.0649,-84.5546,"0_30",380,"MESO",NA,NA,NA,34.79985,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",5775,475621,895,20,19,5,1.191369516,5,5.5,"NO_SUNLIGHT","meso"
"36","ERR10234185",0,2,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEUOSTA_1_1_HYN2WBCX2.12BA051","Tara_Oceans",0.8,"3","22/04/2011",2011,4,22,-5.261,-85.1678,"0_-30",480,"MESO",NA,NA,NA,34.69255,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",5335,490554,780,27,19,5,1.365368986,5,5,"NO_SUNLIGHT","meso"
"37","ERR10234187",0,8,1,17,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEWOSTA_1_1_HYN2WBCX2.12BA075","Tara_Oceans",0.8,"3","05/11/2010",2010,11,5,-30.1471,-43.2915,"-30_-60",800,"MESO",NA,NA,NA,34.3629,NA,"Trades - South Atlantic Gyral Province (SATG)","SATL","South Atlantic gyral","Atlantic","Trade wind","SAO",5412,507384,2032,30,42,13,1.924736628,13,49,"NO_SUNLIGHT","meso"
"38","ERR10234188",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEXOSTA_1_1_HYN2WBCX2.12BA087","Tara_Oceans",0.8,"3","16/04/2011",2011,4,16,-12.9794,-96.0232,"0_-30",177,"EPI",NA,NA,NA,34.840218,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3837,564643,96,13,2,2,0.693147181,2,3,"SUNLIGHT","epi"
"39","ERR10234189",0,4,0,9,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAEYOSTA_1_1_HYN2WBCX2.12BA004","Tara_Oceans",0.8,"3","04/04/2011",2011,4,4,-25.8076,-111.6906,"0_-30",488,"MESO",NA,NA,NA,34.362649,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",5102,506867,1366,27,26,10,1.944203732,10,25,"NO_SUNLIGHT","meso"
"40","ERR10234191",0,0,0,0,10,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFBOSTA_1_1_HYN2WBCX2.12BA040","Tara_Oceans",0.8,"5","18/03/2010",2010,3,18,18.5745,66.4895,"0_30",2,"SURF",NA,NA,NA,99999,NA,"Coastal - NW Arabian Upwelling Province","ARAB","Northwest Arabian Sea upwelling","Indian","Westerly","IO",2852,472253,1215,13,24,5,1.294447134,5,6,"SUNLIGHT","epi"
"41","ERR10234194",12,36,0,111,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFEOSTA_1_1_HYN2WBCX2.12BA076","Tara_Oceans",0.8,"5","01/08/2011",2011,8,1,-8.9109,-140.2845,"0_-30",150,"EPI",NA,NA,NA,35.88072,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",6592,475271,8287,25,179,10,1.212297892,10,13,"SUNLIGHT","epi"
"42","ERR10234195",17,23,0,124,5,0,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,5,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFFOSTA_1_1_HYN2WBCX2.12BA088","Tara_Oceans",0.8,"5","05/08/2011",2011,8,5,-9.0714,-140.5973,"0_-30",120,"EPI",NA,NA,NA,35.797875,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",7037,515071,10126,30,201,15,1.471881846,15,30,"SUNLIGHT","epi"
"43","ERR10234202",0,0,0,2,20,0,0,9,0,12,1,0,0,0,0,3,0,0,2,37,0,84,1,4,0,0,0,10,0,4,1,0,0,0,0,0,4,0,3,0,0,0,2,0,1,0,0,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFMOSTA_1_1_HYN2WBCX2.12BA077","Tara_Oceans",0.8,"5","27/10/2009",2009,10,27,37.4956,15.4945,"30_60",5,"SURF",NA,NA,NA,38.133342,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",3789,487577,10578,35,211,21,2.119588964,21,23.5,"SUNLIGHT","epi"
"44","ERR10234204",0,6,0,8,4,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFOOSTA_1_1_HYN2WBCX2.12BA006","Tara_Oceans",0.8,"3","01/10/2011",2011,10,1,22.7546,-158.0067,"0_30",746,"MESO",NA,NA,NA,34.2192,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",5269,457567,1220,35,26,10,1.938190347,10,17.5,"NO_SUNLIGHT","meso"
"45","ERR10234207",36,11,3,50,23,1,0,31,0,8,22,0,0,0,0,11,0,4,1,0,3,10,8,3,1,2,4,2,0,0,0,1,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFROSTA_1_1_HYN2WBCX2.12BA042","Tara_Oceans",0.8,"5","21/09/2009",2009,9,21,36.5103,-3.9747,"30_60",35,"EPI",NA,NA,NA,37.36462,NA,"Westerlies - Mediterranean Sea, Black Sea Province","MEDI","Mediterranean Sea","Atlantic","Westerly","NAO",6945,420082,10355,46,251,28,2.641336719,28,40,"SUNLIGHT","epi"
"46","ERR10234208",2,7,0,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAFSOSTA_1_1_HYN2WBCX2.12BA054","Tara_Oceans",0.8,"3","28/03/2011",2011,3,28,-28.1762,-107.4021,"0_-30",310,"MESO",NA,NA,NA,99999,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",6349,446101,1685,22,61,8,1.353102763,8,11,"NO_SUNLIGHT","meso"
