"","SampleID","pOTU002","pOTU003","pOTU001","pOTU004","pOTU005","pOTU007","pOTU009","pOTU010","pOTU006","pOTU011","pOTU008","pOTU013","pOTU012","pOTU014","pOTU015","pOTU017","pOTU020","pOTU016","pOTU022","pOTU024","pOTU018","pOTU021","pOTU019","pOTU027","pOTU028","pOTU026","pOTU023","pOTU025","pOTU031","pOTU029","pOTU033","pOTU034","pOTU030","pOTU037","pOTU040","pOTU035","pOTU038","pOTU052","pOTU032","pOTU036","pOTU039","pOTU051","pOTU042","pOTU044","pOTU041","pOTU048","pOTU047","pOTU045","pOTU054","pOTU049","pOTU046","pOTU055","pOTU068","pOTU043","pOTU056","pOTU064","pOTU109","pOTU059","pOTU057","pOTU065","pOTU050","pOTU181","pOTU060","pOTU069","pOTU130","pOTU102","pOTU142","pOTU071","pOTU058","pOTU063","pOTU066","pOTU073","pOTU053","pOTU160","pOTU062","pOTU176","pOTU136","pOTU070","pOTU061","pOTU174","pOTU169","pOTU079","pOTU067","pOTU089","pOTU095","pOTU131","pOTU075","pOTU161","pOTU140","pOTU090","pOTU138","pOTU170","pOTU084","pOTU124","pOTU072","pOTU083","pOTU077","pOTU080","pOTU093","pOTU116","pOTU180","pOTU108","pOTU074","pOTU076","pOTU086","pOTU144","pOTU166","pOTU139","pOTU157","pOTU078","pOTU163","pOTU096","pOTU087","pOTU165","pOTU081","pOTU120","pOTU179","pOTU092","pOTU105","pOTU156","pOTU172","pOTU158","pOTU111","pOTU082","pOTU085","pOTU113","pOTU164","pOTU168","pOTU106","pOTU091","pOTU098","pOTU088","pOTU122","pOTU175","pOTU162","pOTU094","pOTU117","pOTU097","pOTU125","pOTU154","pOTU123","pOTU159","pOTU100","pOTU103","pOTU112","pOTU126","pOTU099","pOTU101","pOTU150","pOTU129","pOTU128","pOTU119","pOTU148","pOTU145","pOTU137","pOTU146","pOTU107","pOTU152","pOTU141","pOTU115","pOTU132","pOTU178","pOTU133","pOTU114","pOTU177","pOTU127","pOTU121","pOTU104","pOTU167","pOTU151","pOTU155","pOTU147","pOTU135","pOTU110","Old_sample_ID","project","size_fraction_lower_threshold","size_fraction_upper_threshold","collection_date_merged","Year","Month","Day","lat","long","lat_rank","depth","water_colum","altitude","feature_v2","raw_env_v2","Salinity_V2","Temp_MG","Longhurst_province","longhurst_code","province_name","ocean","biome","OcenRegion","notus_18SrRNA","nreads_18SrRNA","picozoa_nreads","picozoa_noutus","picozoa_nreads_rarefy","Picozoa_notus_rarefy","Shannon","S.obs","S.chao1","water_colum2","depth_group"
"207","ERR10234681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAYWOSTA_2_1_HYFJJBCXY.12BA205","Tara_Oceans",5,"20","40675",2011,5,12,2.0399,-84.5599,"0_30",5,"SURF",NA,NA,NA,33.17585,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",2551,512488,3,3,0,0,0,0,0,"SUNLIGHT","epi"
"208","ERR10234682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAYXOSTA_2_1_HYFJJBCXY.12BA217","Tara_Oceans",5,"20","40654",2011,4,21,-5.252,-85.2052,"0_-30",5,"SURF",NA,NA,NA,34.748175,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",1685,607583,0,0,0,0,0,0,0,"SUNLIGHT","epi"
"209","ERR10234684",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAYZOSTA_2_1_HYFJJBCXY.12BA241","Tara_Oceans",5,"20","40648",2011,4,15,-12.9488,-96.0293,"0_-30",5,"SURF",NA,NA,NA,35.835267,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3301,509377,109,12,1,1,0,1,1,"SUNLIGHT","epi"
"210","ERR10234688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZDOSTA_2_1_HYFJJBCXY.12BA194","Tara_Oceans",5,"20","28/07/2011",2011,7,28,-8.9543,-139.26,"0_-30",115,"EPI",NA,NA,NA,35.823513,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3085,530127,0,0,0,0,0,0,0,"SUNLIGHT","epi"
"211","ERR10234689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZEOSTA_2_1_HYFJJBCXY.12BA206","Tara_Oceans",5,"20","31/07/2011",2011,7,31,-8.8984,-140.3089,"0_-30",5,"SURF",NA,NA,NA,35.35772,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2386,533324,1,1,0,0,0,0,0,"SUNLIGHT","epi"
"212","ERR10234690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZFOSTA_2_1_HYFJJBCXY.12BA218","Tara_Oceans",5,"20","01/08/2011",2011,8,1,-8.903,-140.2801,"0_-30",150,"EPI",NA,NA,NA,99999,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3165,532548,5,4,0,0,0,0,0,"SUNLIGHT","epi"
"213","ERR10234691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZGOSTA_2_1_HYFJJBCXY.12BA230","Tara_Oceans",5,"20","08/08/2011",2011,8,8,-8.9124,-142.5595,"0_-30",5,"SURF",NA,NA,NA,35.4224,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2218,546097,4,4,0,0,0,0,0,"SUNLIGHT","epi"
"214","ERR10234692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZHOSTA_2_1_HYFJJBCXY.12BA242","Tara_Oceans",5,"20","09/08/2011",2011,8,9,-8.9058,-142.6179,"0_-30",140,"EPI",NA,NA,NA,36.272197,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",2577,494864,2,2,0,0,0,0,0,"SUNLIGHT","epi"
"215","ERR10234694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZJOSTA_2_1_HYFJJBCXY.12BA266","Tara_Oceans",5,"20","03/05/2011",2011,5,3,0.0247,-84.6024,"0_30",5,"SURF",NA,NA,NA,34.529983,NA,"Coastal - Chile-Peru Current Coastal Province","CHIL",NA,"Pacific","Coastal","SPO",2668,510700,6,4,0,0,0,0,0,"SUNLIGHT","epi"
"216","ERR10234698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZNOSTA_2_1_HYFJJBCXY.12BA219","Tara_Oceans",5,"20","05/09/2011",2011,9,5,0.001,-153.6387,"0_30",40,"EPI",NA,NA,NA,35.13638,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","NPO",3389,496363,21,10,0,0,0,0,0,"SUNLIGHT","epi"
"217","ERR10234699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZOOSTA_2_1_HYFJJBCXY.12BA231","Tara_Oceans",5,"20","05/09/2011",2011,9,5,0.0078,-153.6265,"0_30",5,"SURF",NA,NA,NA,35.11632,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","NPO",3221,436543,15,7,0,0,0,0,0,"SUNLIGHT","epi"
"218","ERR10234700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZPOSTA_2_1_HYFJJBCXY.12BA243","Tara_Oceans",5,"20","30/09/2011",2011,9,30,22.7281,-158.0907,"0_30",110,"EPI",NA,NA,NA,35.246807,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",4020,462951,2,2,0,0,0,0,0,"SUNLIGHT","epi"
"219","ERR10234701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZQOSTA_2_1_HYFJJBCXY.12BA255","Tara_Oceans",5,"20","30/09/2011",2011,9,30,22.7091,-158.0247,"0_30",5,"SURF",NA,NA,NA,35.23154,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",1974,468992,3,2,0,0,0,0,0,"SUNLIGHT","epi"
"220","ERR10234702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZROSTA_2_1_HYFJJBCXY.12BA267","Tara_Oceans",5,"20","24/10/2011",2011,10,24,32.9903,-121.8463,"30_60",30,"EPI",NA,NA,NA,33.46036,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",2923,531949,1,1,0,0,0,0,0,"SUNLIGHT","epi"
"221","ERR10234703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZSOSTA_2_1_HYFJJBCXY.12BA279","Tara_Oceans",5,"20","23/10/2011",2011,10,23,33.0007,-121.8701,"30_60",5,"SURF",NA,NA,NA,33.477367,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",1860,620613,3,3,0,0,0,0,0,"SUNLIGHT","epi"
"222","ERR10234705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZUOSTA_2_1_HYFJJBCXY.12BA208","Tara_Oceans",5,"20","01/09/2011",2011,9,1,-6.605,-152.5075,"0_-30",5,"SURF",NA,NA,NA,35.432567,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",2839,531822,7,5,0,0,0,0,0,"SUNLIGHT","epi"
"223","ERR10234706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZVOSTA_2_1_HYFJJBCXY.12BA220","Tara_Oceans",5,"20","02/09/2011",2011,9,2,-6.6382,-152.5141,"0_-30",100,"EPI",NA,NA,NA,35.503872,NA,"Trades - Pacific Equatorial Divergence Province","PEQD","Pacific equatorial divergence","Pacific","Trade wind","SPO",3404,477217,24,9,0,0,0,0,0,"SUNLIGHT","epi"
"224","ERR10234707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZWOSTA_2_1_HYFJJBCXY.12BA232","Tara_Oceans",5,"20","11/09/2011",2011,9,11,6.6433,-153.0842,"0_30",80,"EPI",NA,NA,NA,34.798259,NA,"Trades - N. Pacific Equatorial Countercurrent Province","PNEC","North Pacific equatorial counter current","Pacific","Trade wind","NPO",3429,496830,5,4,0,0,0,0,0,"SUNLIGHT","epi"
"225","ERR10234709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZYOSTA_2_1_HYFJJBCXY.12BA256","Tara_Oceans",5,"20","05/10/2011",2011,10,5,31.471,-159.101,"30_60",115,"EPI",NA,NA,NA,34.381925,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",3626,498610,3,1,0,0,0,0,0,"SUNLIGHT","epi"
"226","ERR10234710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_AAZZOSTA_2_1_HYFJJBCXY.12BA268","Tara_Oceans",5,"20","04/10/2011",2011,10,4,31.4868,-159.0749,"30_60",5,"SURF",NA,NA,NA,35.18785,NA,"Trades - N. Pacific Tropical Gyre Province","NPTG","North Pacific Tropical gyre","Pacific","Trade wind","NPO",2753,442433,4,3,0,0,0,0,0,"SUNLIGHT","epi"
"227","ERR10234711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_ABAAOSTA_2_1_HYFJJBCXY.12BA280","PRJEB23920",5,"20","19/10/2011",2011,10,19,35.4135,-127.7053,"30_60",45,"EPI",NA,NA,NA,33.214258,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",2552,548519,4,3,0,0,0,0,0,"SUNLIGHT","epi"
"228","ERR10234712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_ABABOSTA_2_1_HYFJJBCXY.12BA197","Tara_Oceans",5,"20","18/10/2011",2011,10,18,35.3888,-127.7422,"30_60",5,"SURF",NA,NA,NA,33.099008,NA,"Coastal - California Upwelling Coastal Province","CCAL","Coastal Californian current","Pacific","Coastal","NPO",2026,805505,10,4,0,0,0,0,0,"SUNLIGHT","epi"
"229","ERR10234713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BZM_ABACOSTA_2_1_HYFJJBCXY.12BA209","Tara_Oceans",5,"20","28/08/2011",2011,8,28,-11.9668,-151.2413,"0_-30",5,"SURF",NA,NA,NA,35.935908,NA,"Westerlies - S. Pacific Subtropical Gyre Province","SPSG","South Pacific gyre","Pacific","Trade wind","SPO",3260,611548,7,2,0,0,0,0,0,"SUNLIGHT","epi"
