pOTU,Phylodist,Niche0ver,CladeID
pOTU019_pOTU048,44,0.343535679,NN
pOTU019_pOTU041,52,0.651442258,NN
pOTU019_pOTU044,46,0.472011678,NN
pOTU019_pOTU042,52,0.460773753,NN
pOTU019_pOTU039,46,0.261037155,NN
pOTU019_pOTU032,44,0.768886603,NN
pOTU019_pOTU038,52,0.646269532,NN
pOTU019_pOTU034,46,0.632192803,NN
pOTU019_pOTU035,46,0.246815368,NN
pOTU019_pOTU033,46,0.570324473,NN
pOTU019_pOTU029,44,0.36176234,NN
pOTU019_pOTU025,46,0.684786895,NN
pOTU019_pOTU023,44,0.383728993,NN
pOTU019_pOTU026,46,0.5832121,NN
pOTU019_pOTU028,44,0.429266205,NN
pOTU019_pOTU027,52,0.568796532,NN
pOTU019_pOTU021,48,0.765645,NN
pOTU019_pOTU018,44,0.328720872,NN
pOTU019_pOTU024,46,0.673514793,NN
pOTU019_pOTU016,44,0.344143229,NN
pOTU019_pOTU020,44,0.144131424,NN
pOTU019_pOTU017,44,0.480471581,NN
pOTU019_pOTU008,44,0.485082463,NN
pOTU019_pOTU011,44,0.488444708,NN
pOTU019_pOTU010,44,0.541907661,NN
pOTU019_pOTU051,44,0.005288721,NN
pOTU019_pOTU030,48,0.087692995,NN
pOTU019_pOTU037,48,0.007978869,NN
pOTU019_pOTU040,50,0.012845531,NN
pOTU019_pOTU031,48,0.019433501,NN
pOTU019_pOTU015,48,0.00916931,NN
pOTU019_pOTU014,46,0.017035199,NN
pOTU019_pOTU012,48,0.016995758,NN
pOTU019_pOTU013,46,0.011569898,NN
pOTU019_pOTU006,46,0.004104716,NN
pOTU019_pOTU007,44,0.032094226,NN
pOTU019_pOTU001,48,0.036480749,NN
pOTU021_pOTU047,48,0.190771082,NN
pOTU021_pOTU059,48,0.562003598,NN
pOTU021_pOTU049,48,0.432286578,NN
pOTU021_pOTU054,48,0.02665523,NN
pOTU021_pOTU022,48,0.320782278,NN
pOTU021_pOTU005,48,0.593001561,NN
pOTU021_pOTU004,48,0.63215701,NN
pOTU021_pOTU003,48,0.254775975,NN
pOTU021_pOTU002,48,0.313427447,NN
pOTU021_pOTU043,48,0.505066191,NN
pOTU021_pOTU046,52,0.542831172,NN
pOTU021_pOTU045,48,0.61351871,NN
pOTU021_pOTU048,48,0.358328796,NN
pOTU021_pOTU041,52,0.632111234,NN
pOTU021_pOTU044,48,0.45518498,NN
pOTU021_pOTU042,52,0.473744654,NN
pOTU021_pOTU039,48,0.209544796,NN
pOTU021_pOTU032,48,0.746450123,NN
pOTU021_pOTU038,52,0.619721687,NN
pOTU021_pOTU034,48,0.546337025,NN
pOTU021_pOTU035,48,0.199998329,NN
pOTU021_pOTU033,48,0.520754717,NN
pOTU021_pOTU029,48,0.326566091,NN
pOTU021_pOTU025,48,0.693532383,NN
pOTU021_pOTU023,48,0.361960572,NN
pOTU021_pOTU026,48,0.513022923,NN
pOTU021_pOTU028,48,0.354460045,NN
pOTU021_pOTU027,52,0.576821738,NN
pOTU021_pOTU019,48,0.765645,NN
pOTU021_pOTU018,48,0.263793543,NN
pOTU021_pOTU024,48,0.793734392,NN
pOTU021_pOTU016,48,0.30546386,NN
pOTU021_pOTU020,48,0.093694479,NN
pOTU021_pOTU017,48,0.443700885,NN
pOTU021_pOTU008,48,0.439797517,NN
pOTU021_pOTU011,48,0.482987155,NN
pOTU021_pOTU010,48,0.492736037,NN
pOTU021_pOTU051,48,1.30E-06,NN
pOTU021_pOTU052,48,0,NN
pOTU021_pOTU040,50,0.005909018,NN
pOTU021_pOTU014,48,0.009609519,NN
pOTU021_pOTU013,48,0.005782633,NN
pOTU021_pOTU006,48,0.000755771,NN
pOTU021_pOTU009,48,0.058493534,NN
pOTU021_pOTU007,48,0.020792822,NN
pOTU018_pOTU047,42,0.25062044,NN
pOTU018_pOTU049,44,0.498525643,NN
pOTU018_pOTU036,48,0.098549663,NN
pOTU018_pOTU022,46,0.306083634,NN
pOTU018_pOTU005,44,0.293131323,NN
pOTU018_pOTU004,42,0.204073649,NN
pOTU018_pOTU003,44,0.218546258,NN
pOTU018_pOTU043,46,0.410675283,NN
pOTU018_pOTU046,52,0.239834146,NN
pOTU018_pOTU045,46,0.195290596,NN
pOTU018_pOTU041,52,0.234769404,NN
pOTU018_pOTU044,46,0.210964972,NN
pOTU018_pOTU042,52,0.170813691,NN
pOTU018_pOTU039,46,0.139022663,NN
pOTU018_pOTU038,52,0.238023084,NN
pOTU018_pOTU034,46,0.275475143,NN
pOTU018_pOTU035,46,0.147499977,NN
pOTU018_pOTU033,46,0.266249219,NN
pOTU018_pOTU025,46,0.26837376,NN
pOTU018_pOTU026,46,0.279942746,NN
pOTU018_pOTU027,52,0.209970537,NN
pOTU018_pOTU019,44,0.328720872,NN
pOTU018_pOTU021,48,0.263793543,NN
pOTU018_pOTU024,46,0.226652489,NN
pOTU018_pOTU052,44,0,NN
pOTU018_pOTU030,48,0.110764443,NN
pOTU018_pOTU037,48,1.40E-08,NN
pOTU018_pOTU040,50,4.03E-06,NN
pOTU018_pOTU031,48,0.022793748,NN
pOTU018_pOTU015,48,1.77E-05,NN
pOTU018_pOTU014,46,0.015300573,NN
pOTU018_pOTU012,48,0.026053101,NN
pOTU018_pOTU013,46,3.02E-05,NN
pOTU018_pOTU006,46,0.000755771,NN
pOTU018_pOTU009,44,0.097836142,NN
pOTU018_pOTU001,48,0.024032135,NN
pOTU024_pOTU047,46,0.151686477,NN
pOTU024_pOTU059,46,0.512450184,NN
pOTU024_pOTU049,46,0.42897685,NN
pOTU024_pOTU054,46,0.018787102,NN
pOTU024_pOTU036,48,0.04602212,NN
pOTU024_pOTU005,46,0.622772164,NN
pOTU024_pOTU004,46,0.743463459,NN
pOTU024_pOTU003,46,0.242604088,NN
pOTU024_pOTU002,46,0.26843973,NN
pOTU024_pOTU046,52,0.614278813,NN
pOTU024_pOTU048,46,0.517978642,NN
pOTU024_pOTU041,52,0.693054498,NN
pOTU024_pOTU042,52,0.612433315,NN
pOTU024_pOTU032,46,0.692555093,NN
pOTU024_pOTU038,52,0.706548354,NN
pOTU024_pOTU029,46,0.408249705,NN
pOTU024_pOTU023,46,0.452133623,NN
pOTU024_pOTU028,46,0.307793406,NN
pOTU024_pOTU027,52,0.67016366,NN
pOTU024_pOTU019,46,0.673514793,NN
pOTU024_pOTU021,48,0.793734392,NN
pOTU024_pOTU018,46,0.226652489,NN
pOTU024_pOTU016,46,0.389113722,NN
pOTU024_pOTU020,46,0.069983491,NN
pOTU024_pOTU017,46,0.505778825,NN
pOTU024_pOTU008,46,0.51540779,NN
pOTU024_pOTU011,46,0.568369381,NN
pOTU024_pOTU010,46,0.395162973,NN
pOTU024_pOTU051,46,0,NN
pOTU024_pOTU052,46,0,NN
pOTU024_pOTU030,48,0.041700074,NN
pOTU024_pOTU037,48,0.000142164,NN
pOTU024_pOTU040,50,0.001067817,NN
pOTU024_pOTU031,48,0.004956563,NN
pOTU024_pOTU015,48,0.000813965,NN
pOTU024_pOTU012,48,0.002940384,NN
pOTU024_pOTU009,46,0.043250266,NN
pOTU024_pOTU007,46,0.016198171,NN
pOTU024_pOTU001,48,0.016709575,NN
pOTU016_pOTU047,42,0.14319572,NN
pOTU016_pOTU049,44,0.492654704,NN
pOTU016_pOTU036,48,0.046119699,NN
pOTU016_pOTU022,46,0.243895211,NN
pOTU016_pOTU005,44,0.594165386,NN
pOTU016_pOTU004,42,0.56397587,NN
pOTU016_pOTU003,44,0.22585171,NN
pOTU016_pOTU043,46,0.455510516,NN
pOTU016_pOTU046,52,0.598811473,NN
pOTU016_pOTU045,46,0.552111064,NN
pOTU016_pOTU041,52,0.573193591,NN
pOTU016_pOTU044,46,0.578820685,NN
pOTU016_pOTU042,52,0.60176994,NN
pOTU016_pOTU039,46,0.684826743,NN
pOTU016_pOTU038,52,0.623200134,NN
pOTU016_pOTU034,46,0.628873022,NN
pOTU016_pOTU035,46,0.641740503,NN
pOTU016_pOTU033,46,0.726585128,NN
pOTU016_pOTU025,46,0.566420673,NN
pOTU016_pOTU026,46,0.624403904,NN
pOTU016_pOTU027,52,0.619652997,NN
pOTU016_pOTU019,44,0.344143229,NN
pOTU016_pOTU021,48,0.30546386,NN
pOTU016_pOTU024,46,0.389113722,NN
pOTU016_pOTU052,44,0,NN
pOTU016_pOTU030,48,0.042203812,NN
pOTU016_pOTU037,48,0,NN
pOTU016_pOTU040,50,5.71E-09,NN
pOTU016_pOTU031,48,0.007937131,NN
pOTU016_pOTU015,48,9.23E-09,NN
pOTU016_pOTU014,46,0.004687701,NN
pOTU016_pOTU012,48,0.001251573,NN
pOTU016_pOTU013,46,5.81E-07,NN
pOTU016_pOTU006,46,0.000755771,NN
pOTU016_pOTU009,44,0.04374775,NN
pOTU016_pOTU001,48,0.01148287,NN
pOTU020_pOTU047,42,0.300755778,NN
pOTU020_pOTU049,44,0.197041027,NN
pOTU020_pOTU036,48,0.515749765,NN
pOTU020_pOTU022,46,0.2840566,NN
pOTU020_pOTU005,44,0.11924704,NN
pOTU020_pOTU004,42,0.079293917,NN
pOTU020_pOTU003,44,0.089069279,NN
pOTU020_pOTU043,46,0.188079904,NN
pOTU020_pOTU046,52,0.075989034,NN
pOTU020_pOTU045,46,0.028378877,NN
pOTU020_pOTU041,52,0.064871995,NN
pOTU020_pOTU044,46,0.051752347,NN
pOTU020_pOTU042,52,0.038084746,NN
pOTU020_pOTU039,46,0.067135972,NN
pOTU020_pOTU038,52,0.087879114,NN
pOTU020_pOTU034,46,0.118460889,NN
pOTU020_pOTU035,46,0.084139703,NN
pOTU020_pOTU033,46,0.091491791,NN
pOTU020_pOTU025,46,0.096021879,NN
pOTU020_pOTU026,46,0.088746993,NN
pOTU020_pOTU027,52,0.057674077,NN
pOTU020_pOTU019,44,0.144131424,NN
pOTU020_pOTU021,48,0.093694479,NN
pOTU020_pOTU024,46,0.069983491,NN
pOTU020_pOTU052,44,0.255275365,NN
pOTU020_pOTU030,48,0.419769992,NN
pOTU020_pOTU037,48,9.52E-05,NN
pOTU020_pOTU040,50,0.011886097,NN
pOTU020_pOTU031,48,0.466999734,NN
pOTU020_pOTU015,48,0.000435172,NN
pOTU020_pOTU014,46,0.409035811,NN
pOTU020_pOTU012,48,0.436946766,NN
pOTU020_pOTU013,46,0.001530498,NN
pOTU020_pOTU006,46,0.001097727,NN
pOTU020_pOTU009,44,0.528878381,NN
pOTU020_pOTU001,48,0.436704801,NN
pOTU017_pOTU047,42,0.149300431,NN
pOTU017_pOTU049,44,0.558996136,NN
pOTU017_pOTU036,48,0.042623671,NN
pOTU017_pOTU022,46,0.277288339,NN
pOTU017_pOTU005,44,0.71014865,NN
pOTU017_pOTU004,42,0.610058743,NN
pOTU017_pOTU003,44,0.247908015,NN
pOTU017_pOTU043,46,0.540533778,NN
pOTU017_pOTU046,52,0.672560284,NN
pOTU017_pOTU045,46,0.603604301,NN
pOTU017_pOTU041,52,0.712543782,NN
pOTU017_pOTU044,46,0.652521767,NN
pOTU017_pOTU042,52,0.597009904,NN
pOTU017_pOTU039,46,0.711331453,NN
pOTU017_pOTU038,52,0.682784855,NN
pOTU017_pOTU034,46,0.729076444,NN
pOTU017_pOTU035,46,0.653277019,NN
pOTU017_pOTU033,46,0.826443714,NN
pOTU017_pOTU025,46,0.697086846,NN
pOTU017_pOTU026,46,0.751135886,NN
pOTU017_pOTU027,52,0.766876326,NN
pOTU017_pOTU019,44,0.480471581,NN
pOTU017_pOTU021,48,0.443700885,NN
pOTU017_pOTU024,46,0.505778825,NN
pOTU017_pOTU052,44,0,NN
pOTU017_pOTU030,48,0.038758904,NN
pOTU017_pOTU037,48,0,NN
pOTU017_pOTU040,50,5.22E-09,NN
pOTU017_pOTU031,48,0.006077749,NN
pOTU017_pOTU015,48,4.77E-09,NN
pOTU017_pOTU014,46,0.004227234,NN
pOTU017_pOTU012,48,0.001176547,NN
pOTU017_pOTU013,46,4.63E-07,NN
pOTU017_pOTU006,46,0.000755771,NN
pOTU017_pOTU009,44,0.039623185,NN
pOTU017_pOTU001,48,0.011670399,NN
pOTU008_pOTU047,42,0.168738911,NN
pOTU008_pOTU049,44,0.608214809,NN
pOTU008_pOTU036,48,0.048545891,NN
pOTU008_pOTU022,46,0.300828549,NN
pOTU008_pOTU005,44,0.716403134,NN
pOTU008_pOTU004,42,0.657283927,NN
pOTU008_pOTU003,44,0.264604481,NN
pOTU008_pOTU043,46,0.521232816,NN
pOTU008_pOTU046,52,0.685093588,NN
pOTU008_pOTU045,46,0.608443747,NN
pOTU008_pOTU041,52,0.684930198,NN
pOTU008_pOTU044,46,0.610703824,NN
pOTU008_pOTU042,52,0.608469346,NN
pOTU008_pOTU039,46,0.653935625,NN
pOTU008_pOTU038,52,0.726555966,NN
pOTU008_pOTU034,46,0.754005748,NN
pOTU008_pOTU035,46,0.633150969,NN
pOTU008_pOTU033,46,0.807072341,NN
pOTU008_pOTU025,46,0.695206069,NN
pOTU008_pOTU026,46,0.735931593,NN
pOTU008_pOTU027,52,0.748927523,NN
pOTU008_pOTU019,44,0.485082463,NN
pOTU008_pOTU021,48,0.439797517,NN
pOTU008_pOTU024,46,0.51540779,NN
pOTU008_pOTU052,44,0,NN
pOTU008_pOTU030,48,0.044941948,NN
pOTU008_pOTU037,48,3.67E-11,NN
pOTU008_pOTU040,50,9.42E-07,NN
pOTU008_pOTU031,48,0.008773576,NN
pOTU008_pOTU015,48,3.31E-06,NN
pOTU008_pOTU014,46,0.006320915,NN
pOTU008_pOTU012,48,0.004471874,NN
pOTU008_pOTU013,46,3.09E-05,NN
pOTU008_pOTU006,46,0.000755771,NN
pOTU008_pOTU009,44,0.041076723,NN
pOTU008_pOTU001,48,0.014971595,NN
pOTU011_pOTU047,42,0.149544571,NN
pOTU011_pOTU049,44,0.542009686,NN
pOTU011_pOTU036,48,0.042435035,NN
pOTU011_pOTU022,46,0.276264805,NN
pOTU011_pOTU005,44,0.709178543,NN
pOTU011_pOTU004,42,0.705616754,NN
pOTU011_pOTU003,44,0.251092492,NN
pOTU011_pOTU043,46,0.481216068,NN
pOTU011_pOTU046,52,0.706158927,NN
pOTU011_pOTU045,46,0.680052078,NN
pOTU011_pOTU041,52,0.735943794,NN
pOTU011_pOTU044,46,0.652103124,NN
pOTU011_pOTU042,52,0.69987267,NN
pOTU011_pOTU039,46,0.618221713,NN
pOTU011_pOTU038,52,0.729300942,NN
pOTU011_pOTU034,46,0.722183067,NN
pOTU011_pOTU035,46,0.576191079,NN
pOTU011_pOTU033,46,0.798055,NN
pOTU011_pOTU025,46,0.695429533,NN
pOTU011_pOTU026,46,0.713053251,NN
pOTU011_pOTU027,52,0.814118714,NN
pOTU011_pOTU019,44,0.488444708,NN
pOTU011_pOTU021,48,0.482987155,NN
pOTU011_pOTU024,46,0.568369381,NN
pOTU011_pOTU052,44,0,NN
pOTU011_pOTU030,48,0.037798394,NN
pOTU011_pOTU037,48,0,NN
pOTU011_pOTU040,50,0,NN
pOTU011_pOTU031,48,0.006468933,NN
pOTU011_pOTU015,48,0,NN
pOTU011_pOTU014,46,0.004208251,NN
pOTU011_pOTU012,48,0.002149983,NN
pOTU011_pOTU013,46,2.03E-08,NN
pOTU011_pOTU006,46,0.000755771,NN
pOTU011_pOTU009,44,0.035068417,NN
pOTU011_pOTU001,48,0.013220475,NN
pOTU010_pOTU047,42,0.274258078,NN
pOTU010_pOTU049,44,0.521963379,NN
pOTU010_pOTU036,48,0.122165583,NN
pOTU010_pOTU022,46,0.354070731,NN
pOTU010_pOTU005,44,0.452810675,NN
pOTU010_pOTU004,42,0.31184922,NN
pOTU010_pOTU003,44,0.232273384,NN
pOTU010_pOTU043,46,0.576716199,NN
pOTU010_pOTU046,52,0.304709732,NN
pOTU010_pOTU045,46,0.351950232,NN
pOTU010_pOTU041,52,0.382389941,NN
pOTU010_pOTU044,46,0.304109387,NN
pOTU010_pOTU042,52,0.252150204,NN
pOTU010_pOTU039,46,0.161153452,NN
pOTU010_pOTU038,52,0.360701265,NN
pOTU010_pOTU034,46,0.350386935,NN
pOTU010_pOTU035,46,0.170991763,NN
pOTU010_pOTU033,46,0.379737539,NN
pOTU010_pOTU025,46,0.429268373,NN
pOTU010_pOTU026,46,0.373341909,NN
pOTU010_pOTU027,52,0.321078472,NN
pOTU010_pOTU019,44,0.541907661,NN
pOTU010_pOTU021,48,0.492736037,NN
pOTU010_pOTU024,46,0.395162973,NN
pOTU010_pOTU052,44,0,NN
pOTU010_pOTU030,48,0.1242465,NN
pOTU010_pOTU037,48,0.005621461,NN
pOTU010_pOTU040,50,0.01192013,NN
pOTU010_pOTU031,48,0.020962708,NN
pOTU010_pOTU015,48,0.007326091,NN
pOTU010_pOTU014,46,0.019641598,NN
pOTU010_pOTU012,48,0.023857578,NN
pOTU010_pOTU013,46,0.00964268,NN
pOTU010_pOTU006,46,0.000933652,NN
pOTU010_pOTU009,44,0.124290894,NN
pOTU010_pOTU001,48,0.040546026,NN
pOTU051_pOTU047,42,0.123305115,NN
pOTU051_pOTU049,44,7.78E-05,NN
pOTU051_pOTU036,48,0.364006154,NN
pOTU051_pOTU022,46,0.148695822,NN
pOTU051_pOTU005,44,0.01115242,NN
pOTU051_pOTU004,42,0.00023013,NN
pOTU051_pOTU003,44,0.047593734,NN
pOTU051_pOTU043,46,1.00E-05,NN
pOTU051_pOTU046,52,0,NN
pOTU051_pOTU045,46,0,NN
pOTU051_pOTU041,52,8.19E-10,NN
pOTU051_pOTU044,46,0,NN
pOTU051_pOTU042,52,0,NN
pOTU051_pOTU039,46,0,NN
pOTU051_pOTU038,52,2.51E-10,NN
pOTU051_pOTU034,46,0.002374545,NN
pOTU051_pOTU035,46,1.43E-09,NN
pOTU051_pOTU033,46,1.84E-07,NN
pOTU051_pOTU025,46,7.09E-10,NN
pOTU051_pOTU026,46,0.006945788,NN
pOTU051_pOTU027,52,0,NN
pOTU051_pOTU019,44,0.005288721,NN
pOTU051_pOTU021,48,1.30E-06,NN
pOTU051_pOTU024,46,0,NN
pOTU051_pOTU052,44,0.59635903,NN
pOTU051_pOTU030,48,0.538108468,NN
pOTU051_pOTU037,48,0.02527654,NN
pOTU051_pOTU040,50,0.046331897,NN
pOTU051_pOTU031,48,0.700765265,NN
pOTU051_pOTU015,48,0.02482628,NN
pOTU051_pOTU014,46,0.584757461,NN
pOTU051_pOTU012,48,0.744527873,NN
pOTU051_pOTU013,46,0.027250132,NN
pOTU051_pOTU006,46,0.015662616,NN
pOTU051_pOTU009,44,0.69077154,NN
pOTU051_pOTU001,48,0.407256082,NN
pOTU052_pOTU047,44,0.049493025,NN
pOTU052_pOTU059,44,0,NN
pOTU052_pOTU054,44,0.643569075,NN
pOTU052_pOTU036,48,0.19417083,NN
pOTU052_pOTU022,46,0.090482837,NN
pOTU052_pOTU004,44,0.000163518,NN
pOTU052_pOTU002,44,0.189972596,NN
pOTU052_pOTU043,46,7.77E-10,NN
pOTU052_pOTU046,52,0,NN
pOTU052_pOTU045,46,0,NN
pOTU052_pOTU048,44,0,NN
pOTU052_pOTU041,52,0,NN
pOTU052_pOTU044,46,0,NN
pOTU052_pOTU042,52,0,NN
pOTU052_pOTU039,46,0,NN
pOTU052_pOTU032,44,0,NN
pOTU052_pOTU038,52,0,NN
pOTU052_pOTU034,46,0.002369527,NN
pOTU052_pOTU035,46,0,NN
pOTU052_pOTU033,46,0,NN
pOTU052_pOTU029,44,0,NN
pOTU052_pOTU025,46,0,NN
pOTU052_pOTU023,44,0,NN
pOTU052_pOTU026,46,0,NN
pOTU052_pOTU028,44,2.32E-06,NN
pOTU052_pOTU027,52,0,NN
pOTU052_pOTU021,48,0,NN
pOTU052_pOTU018,44,0,NN
pOTU052_pOTU024,46,0,NN
pOTU052_pOTU016,44,0,NN
pOTU052_pOTU020,44,0.255275365,NN
pOTU052_pOTU017,44,0,NN
pOTU052_pOTU008,44,0,NN
pOTU052_pOTU011,44,0,NN
pOTU052_pOTU010,44,0,NN
pOTU052_pOTU051,44,0.59635903,NN
pOTU052_pOTU030,48,0.37335216,NN
pOTU052_pOTU037,48,0,NN
pOTU052_pOTU040,50,0.010849263,NN
pOTU052_pOTU031,48,0.53984419,NN
pOTU052_pOTU015,48,0,NN
pOTU052_pOTU014,46,0.434118843,NN
pOTU052_pOTU012,48,0.510309708,NN
pOTU052_pOTU013,46,0.001062749,NN
pOTU052_pOTU006,46,0.000753295,NN
pOTU052_pOTU007,44,0.370694536,NN
pOTU052_pOTU001,48,0.263012546,NN
pOTU030_pOTU047,48,0.206689663,NN
pOTU030_pOTU059,48,0.043330982,NN
pOTU030_pOTU049,48,0.087293502,NN
pOTU030_pOTU054,48,0.577940941,NN
pOTU030_pOTU022,48,0.233037522,NN
pOTU030_pOTU005,48,0.088253795,NN
pOTU030_pOTU004,48,0.052717092,NN
pOTU030_pOTU003,48,0.054971215,NN
pOTU030_pOTU002,48,0.371726374,NN
pOTU030_pOTU043,48,0.086426961,NN
pOTU030_pOTU046,52,0.040356547,NN
pOTU030_pOTU045,48,0.008412168,NN
pOTU030_pOTU048,48,0.004183679,NN
pOTU030_pOTU041,52,0.028776203,NN
pOTU030_pOTU044,48,0.030377222,NN
pOTU030_pOTU042,52,0.017014689,NN
pOTU030_pOTU039,48,0.044874675,NN
pOTU030_pOTU032,48,0.054657842,NN
pOTU030_pOTU038,52,0.036988025,NN
pOTU030_pOTU034,48,0.076088653,NN
pOTU030_pOTU035,48,0.048736991,NN
pOTU030_pOTU033,48,0.052705498,NN
pOTU030_pOTU029,48,0.038374138,NN
pOTU030_pOTU025,48,0.049844135,NN
pOTU030_pOTU023,48,0.025041134,NN
pOTU030_pOTU026,48,0.061136329,NN
pOTU030_pOTU028,48,0.129084315,NN
pOTU030_pOTU027,52,0.02554035,NN
pOTU030_pOTU019,48,0.087692995,NN
pOTU030_pOTU018,48,0.110764443,NN
pOTU030_pOTU024,48,0.041700074,NN
pOTU030_pOTU016,48,0.042203812,NN
pOTU030_pOTU020,48,0.419769992,NN
pOTU030_pOTU017,48,0.038758904,NN
pOTU030_pOTU008,48,0.044941948,NN
pOTU030_pOTU011,48,0.037798394,NN
pOTU030_pOTU010,48,0.1242465,NN
pOTU030_pOTU051,48,0.538108468,NN
pOTU030_pOTU052,48,0.37335216,NN
pOTU030_pOTU040,50,0.015083428,NN
pOTU030_pOTU014,48,0.531511603,NN
pOTU030_pOTU013,48,0.004002902,NN
pOTU030_pOTU006,48,0.000937314,NN
pOTU030_pOTU009,48,0.609862661,NN
pOTU030_pOTU007,48,0.466206198,NN
pOTU037_pOTU047,48,0.099096171,NN
pOTU037_pOTU059,48,4.30E-10,NN
pOTU037_pOTU049,48,0,NN
pOTU037_pOTU054,48,0.005056227,NN
pOTU037_pOTU022,48,0.088288182,NN
pOTU037_pOTU005,48,0.036140106,NN
pOTU037_pOTU004,48,0.003958418,NN
pOTU037_pOTU003,48,0.319254137,NN
pOTU037_pOTU002,48,0.101504477,NN
pOTU037_pOTU043,48,7.39E-08,NN
pOTU037_pOTU046,52,0,NN
pOTU037_pOTU045,48,0,NN
pOTU037_pOTU048,48,0,NN
pOTU037_pOTU041,52,0,NN
pOTU037_pOTU044,48,0,NN
pOTU037_pOTU042,52,0,NN
pOTU037_pOTU039,48,0,NN
pOTU037_pOTU032,48,0,NN
pOTU037_pOTU038,52,1.65E-09,NN
pOTU037_pOTU034,48,3.44E-05,NN
pOTU037_pOTU035,48,0,NN
pOTU037_pOTU033,48,0.000244488,NN
pOTU037_pOTU029,48,0,NN
pOTU037_pOTU025,48,2.69E-09,NN
pOTU037_pOTU023,48,0,NN
pOTU037_pOTU026,48,0.032785715,NN
pOTU037_pOTU028,48,3.13E-07,NN
pOTU037_pOTU027,52,0,NN
pOTU037_pOTU019,48,0.007978869,NN
pOTU037_pOTU018,48,1.40E-08,NN
pOTU037_pOTU024,48,0.000142164,NN
pOTU037_pOTU016,48,0,NN
pOTU037_pOTU020,48,9.52E-05,NN
pOTU037_pOTU017,48,0,NN
pOTU037_pOTU008,48,3.67E-11,NN
pOTU037_pOTU011,48,0,NN
pOTU037_pOTU010,48,0.005621461,NN
pOTU037_pOTU051,48,0.02527654,NN
pOTU037_pOTU052,48,0,NN
pOTU037_pOTU040,50,0.582342259,NN
pOTU037_pOTU014,48,0.00141806,NN
pOTU037_pOTU013,48,0.831780015,NN
pOTU037_pOTU006,48,0.376502032,NN
pOTU037_pOTU009,48,0.053074021,NN
pOTU037_pOTU007,48,0.117093603,NN
pOTU040_pOTU047,50,0.186454176,NN
pOTU040_pOTU059,50,1.53E-06,NN
pOTU040_pOTU049,50,1.34E-07,NN
pOTU040_pOTU054,50,0.019147181,NN
pOTU040_pOTU036,50,0.167660317,NN
pOTU040_pOTU022,50,0.197723918,NN
pOTU040_pOTU005,50,0.051505005,NN
pOTU040_pOTU004,50,0.005619956,NN
pOTU040_pOTU003,50,0.488778786,NN
pOTU040_pOTU002,50,0.206300864,NN
pOTU040_pOTU043,50,7.38E-06,NN
pOTU040_pOTU046,52,2.99E-07,NN
pOTU040_pOTU045,50,0,NN
pOTU040_pOTU048,50,0,NN
pOTU040_pOTU041,52,0,NN
pOTU040_pOTU044,50,2.95E-08,NN
pOTU040_pOTU042,52,0,NN
pOTU040_pOTU039,50,3.62E-08,NN
pOTU040_pOTU032,50,0,NN
pOTU040_pOTU038,52,2.70E-06,NN
pOTU040_pOTU034,50,0.002776577,NN
pOTU040_pOTU035,50,0,NN
pOTU040_pOTU033,50,0.001221567,NN
pOTU040_pOTU029,50,0,NN
pOTU040_pOTU025,50,3.51E-06,NN
pOTU040_pOTU023,50,0,NN
pOTU040_pOTU026,50,0.044732356,NN
pOTU040_pOTU028,50,1.46E-05,NN
pOTU040_pOTU027,52,7.31E-10,NN
pOTU040_pOTU019,50,0.012845531,NN
pOTU040_pOTU021,50,0.005909018,NN
pOTU040_pOTU018,50,4.03E-06,NN
pOTU040_pOTU024,50,0.001067817,NN
pOTU040_pOTU016,50,5.71E-09,NN
pOTU040_pOTU020,50,0.011886097,NN
pOTU040_pOTU017,50,5.22E-09,NN
pOTU040_pOTU008,50,9.42E-07,NN
pOTU040_pOTU011,50,0,NN
pOTU040_pOTU010,50,0.01192013,NN
pOTU040_pOTU051,50,0.046331897,NN
pOTU040_pOTU052,50,0.010849263,NN
pOTU040_pOTU030,50,0.015083428,NN
pOTU040_pOTU037,50,0.582342259,NN
pOTU040_pOTU040,0,0,NN
pOTU040_pOTU031,50,0.019586491,NN
pOTU040_pOTU015,50,0.622174688,NN
pOTU040_pOTU014,50,0.014614199,NN
pOTU040_pOTU012,50,0.06497394,NN
pOTU040_pOTU013,50,0.666709626,NN
pOTU040_pOTU006,50,0.201356181,NN
pOTU040_pOTU009,50,0.107508646,NN
pOTU040_pOTU007,50,0.177627824,NN
pOTU040_pOTU001,50,0.298399509,NN
pOTU031_pOTU047,48,0.115640755,NN
pOTU031_pOTU059,48,0.005698953,NN
pOTU031_pOTU049,48,0.022347331,NN
pOTU031_pOTU054,48,0.684061477,NN
pOTU031_pOTU022,48,0.16556158,NN
pOTU031_pOTU005,48,0.023831955,NN
pOTU031_pOTU004,48,0.007430634,NN
pOTU031_pOTU003,48,0.020197422,NN
pOTU031_pOTU002,48,0.29241929,NN
pOTU031_pOTU043,48,0.018400184,NN
pOTU031_pOTU046,52,0.004609711,NN
pOTU031_pOTU045,48,0.000116441,NN
pOTU031_pOTU048,48,5.54E-06,NN
pOTU031_pOTU041,52,0.005606231,NN
pOTU031_pOTU044,48,0.001954898,NN
pOTU031_pOTU042,52,0.001123609,NN
pOTU031_pOTU039,48,0.008185636,NN
pOTU031_pOTU032,48,0.012138592,NN
pOTU031_pOTU038,52,0.005949795,NN
