pOTU,Phylodist,Niche0ver,CladeID
pOTU011_pOTU059,24,0.200126384,PIC01a
pOTU011_pOTU054,38,0.023508023,PIC01a
pOTU011_pOTU002,30,0.237704563,PIC01a
pOTU011_pOTU048,24,0.576391188,PIC01a
pOTU011_pOTU032,26,0.5591804,PIC01a
pOTU011_pOTU029,24,0.751032553,PIC01a
pOTU011_pOTU023,24,0.77039049,PIC01a
pOTU011_pOTU028,24,0.29093301,PIC01a
pOTU011_pOTU018,24,0.214692004,PIC01a
pOTU011_pOTU016,24,0.724439825,PIC01a
pOTU011_pOTU020,28,0.065100858,PIC01a
pOTU011_pOTU017,24,0.814258385,PIC01a
pOTU011_pOTU008,24,0.833561031,PIC01a
pOTU011_pOTU011,0,0,PIC01a
pOTU011_pOTU010,24,0.290837155,PIC01a
pOTU011_pOTU051,38,0,PIC01a
pOTU011_pOTU007,36,0.012991271,PIC01a
pOTU010_pOTU059,22,0.37058492,PIC01a
pOTU010_pOTU054,38,0.046711842,PIC01a
pOTU010_pOTU002,30,0.37251923,PIC01a
pOTU010_pOTU048,18,0.138464172,PIC01a
pOTU010_pOTU032,26,0.557917085,PIC01a
pOTU010_pOTU029,22,0.235635189,PIC01a
pOTU010_pOTU023,12,0.18122589,PIC01a
pOTU010_pOTU028,22,0.648243492,PIC01a
pOTU010_pOTU018,12,0.5472632,PIC01a
pOTU010_pOTU016,12,0.20442372,PIC01a
pOTU010_pOTU020,28,0.199979099,PIC01a
pOTU010_pOTU017,22,0.285545033,PIC01a
pOTU010_pOTU008,18,0.295039206,PIC01a
pOTU010_pOTU011,24,0.290837155,PIC01a
pOTU010_pOTU010,0,0,PIC01a
pOTU010_pOTU051,38,0.000255967,PIC01a
pOTU010_pOTU007,36,0.032959707,PIC01a
pOTU051_pOTU059,38,0,PIC01a
pOTU051_pOTU054,2,0.80595595,PIC01a
pOTU051_pOTU002,38,0.272182334,PIC01a
pOTU051_pOTU048,38,0,PIC01a
pOTU051_pOTU032,38,4.49E-09,PIC01a
pOTU051_pOTU029,38,7.03E-11,PIC01a
pOTU051_pOTU023,38,0,PIC01a
pOTU051_pOTU028,38,9.04E-05,PIC01a
pOTU051_pOTU018,38,4.12E-05,PIC01a
pOTU051_pOTU016,38,0,PIC01a
pOTU051_pOTU020,38,0.411967738,PIC01a
pOTU051_pOTU017,38,0,PIC01a
pOTU051_pOTU008,38,4.59E-11,PIC01a
pOTU051_pOTU011,38,0,PIC01a
pOTU051_pOTU010,38,0.000255967,PIC01a
pOTU051_pOTU051,0,0,PIC01a
pOTU051_pOTU007,38,0.627596605,PIC01a
pOTU007_pOTU059,36,0.012316107,PIC01a
pOTU007_pOTU054,38,0.526228217,PIC01a
pOTU007_pOTU002,36,0.372643667,PIC01a
pOTU007_pOTU048,36,0.005317242,PIC01a
pOTU007_pOTU032,36,0.015244742,PIC01a
pOTU007_pOTU029,36,0.013177495,PIC01a
pOTU007_pOTU023,36,0.010704797,PIC01a
pOTU007_pOTU028,36,0.020873388,PIC01a
pOTU007_pOTU018,36,0.019507433,PIC01a
pOTU007_pOTU016,36,0.011859099,PIC01a
pOTU007_pOTU020,36,0.517230914,PIC01a
pOTU007_pOTU017,36,0.012167988,PIC01a
pOTU007_pOTU008,36,0.014346245,PIC01a
pOTU007_pOTU011,36,0.012991271,PIC01a
pOTU007_pOTU010,36,0.032959707,PIC01a
pOTU007_pOTU051,38,0.627596605,PIC01a
pOTU007_pOTU007,0,0,PIC01a
pOTU047_pOTU047,0,0,PIC01b
pOTU047_pOTU004,20,0.165305033,PIC01b
pOTU004_pOTU047,20,0.165305033,PIC01b
pOTU004_pOTU004,0,0,PIC01b
pOTU049_pOTU049,0,0,PIC01c
pOTU049_pOTU005,20,0.667932169,PIC01c
pOTU049_pOTU003,28,0.326954263,PIC01c
pOTU049_pOTU019,28,0.528193436,PIC01c
pOTU049_pOTU052,28,1.78E-06,PIC01c
pOTU049_pOTU009,28,0.075865675,PIC01c
pOTU005_pOTU049,20,0.667932169,PIC01c
pOTU005_pOTU005,0,0,PIC01c
pOTU005_pOTU003,28,0.370662411,PIC01c
pOTU005_pOTU019,28,0.66680519,PIC01c
pOTU005_pOTU052,28,0.005732425,PIC01c
pOTU005_pOTU009,28,0.131580987,PIC01c
pOTU003_pOTU049,28,0.326954263,PIC01c
pOTU003_pOTU005,28,0.370662411,PIC01c
pOTU003_pOTU003,0,0,PIC01c
pOTU003_pOTU019,14,0.29257101,PIC01c
pOTU003_pOTU052,20,0.001782081,PIC01c
pOTU003_pOTU009,20,0.163325099,PIC01c
pOTU019_pOTU049,28,0.528193436,PIC01c
pOTU019_pOTU005,28,0.66680519,PIC01c
pOTU019_pOTU003,14,0.29257101,PIC01c
pOTU019_pOTU019,0,0,PIC01c
pOTU019_pOTU052,20,0.000759873,PIC01c
pOTU019_pOTU009,20,0.095400749,PIC01c
pOTU052_pOTU049,28,1.78E-06,PIC01c
pOTU052_pOTU005,28,0.005732425,PIC01c
pOTU052_pOTU003,20,0.001782081,PIC01c
pOTU052_pOTU019,20,0.000759873,PIC01c
pOTU052_pOTU052,0,0,PIC01c
pOTU052_pOTU009,8,0.443568859,PIC01c
pOTU009_pOTU049,28,0.075865675,PIC01c
pOTU009_pOTU005,28,0.131580987,PIC01c
pOTU009_pOTU003,20,0.163325099,PIC01c
pOTU009_pOTU019,20,0.095400749,PIC01c
pOTU009_pOTU052,8,0.443568859,PIC01c
pOTU009_pOTU009,0,0,PIC01c
pOTU022_pOTU022,0,0,PIC02
pOTU022_pOTU043,16,0.43492155,PIC02
pOTU022_pOTU045,16,0.248018269,PIC02
pOTU022_pOTU044,34,0.271308939,PIC02
pOTU022_pOTU039,16,0.219700579,PIC02
pOTU022_pOTU034,44,0.391932778,PIC02
pOTU022_pOTU035,32,0.218358951,PIC02
pOTU022_pOTU033,32,0.352701653,PIC02
pOTU022_pOTU025,34,0.357293483,PIC02
pOTU022_pOTU026,26,0.418128496,PIC02
pOTU022_pOTU024,16,0.285478261,PIC02
pOTU022_pOTU014,40,0.146385263,PIC02
pOTU022_pOTU013,40,0.126032605,PIC02
pOTU022_pOTU006,16,0.017251158,PIC02
pOTU043_pOTU022,16,0.43492155,PIC02
pOTU043_pOTU043,0,0,PIC02
pOTU043_pOTU045,6,0.424400735,PIC02
pOTU043_pOTU044,34,0.45963969,PIC02
pOTU043_pOTU039,8,0.458626706,PIC02
pOTU043_pOTU034,44,0.57639482,PIC02
pOTU043_pOTU035,32,0.433067576,PIC02
pOTU043_pOTU033,32,0.63609628,PIC02
pOTU043_pOTU025,34,0.608558205,PIC02
pOTU043_pOTU026,26,0.579651557,PIC02
pOTU043_pOTU024,12,0.437698552,PIC02
pOTU043_pOTU014,40,0.012592751,PIC02
pOTU043_pOTU013,40,5.31E-05,PIC02
pOTU043_pOTU006,12,0.000755771,PIC02
pOTU045_pOTU022,16,0.248018269,PIC02
pOTU045_pOTU043,6,0.424400735,PIC02
pOTU045_pOTU045,0,0,PIC02
pOTU045_pOTU044,34,0.581297817,PIC02
pOTU045_pOTU039,8,0.359309476,PIC02
pOTU045_pOTU034,44,0.619400588,PIC02
pOTU045_pOTU035,32,0.333043691,PIC02
pOTU045_pOTU033,32,0.646951753,PIC02
pOTU045_pOTU025,34,0.6570938,PIC02
pOTU045_pOTU026,26,0.617919234,PIC02
pOTU045_pOTU024,12,0.678573353,PIC02
pOTU045_pOTU014,40,0.000518674,PIC02
pOTU045_pOTU013,40,0,PIC02
pOTU045_pOTU006,12,0.000755771,PIC02
pOTU044_pOTU022,34,0.271308939,PIC02
pOTU044_pOTU043,34,0.45963969,PIC02
pOTU044_pOTU045,34,0.581297817,PIC02
pOTU044_pOTU044,0,0,PIC02
pOTU044_pOTU039,34,0.461976032,PIC02
pOTU044_pOTU034,44,0.621329979,PIC02
pOTU044_pOTU035,34,0.424564821,PIC02
pOTU044_pOTU033,34,0.654292177,PIC02
pOTU044_pOTU025,12,0.57909786,PIC02
pOTU044_pOTU026,34,0.622924358,PIC02
pOTU044_pOTU024,34,0.48911489,PIC02
pOTU044_pOTU014,40,0.002295862,PIC02
pOTU044_pOTU013,40,1.59E-06,PIC02
pOTU044_pOTU006,34,0.000755771,PIC02
pOTU039_pOTU022,16,0.219700579,PIC02
pOTU039_pOTU043,8,0.458626706,PIC02
pOTU039_pOTU045,8,0.359309476,PIC02
pOTU039_pOTU044,34,0.461976032,PIC02
pOTU039_pOTU039,0,0,PIC02
pOTU039_pOTU034,44,0.539436991,PIC02
pOTU039_pOTU035,32,0.80987979,PIC02
pOTU039_pOTU033,32,0.636975087,PIC02
pOTU039_pOTU025,34,0.480545683,PIC02
pOTU039_pOTU026,26,0.565005128,PIC02
pOTU039_pOTU024,12,0.26297242,PIC02
pOTU039_pOTU014,40,0.004899162,PIC02
pOTU039_pOTU013,40,2.34E-06,PIC02
pOTU039_pOTU006,12,0.000755771,PIC02
pOTU034_pOTU022,44,0.391932778,PIC02
pOTU034_pOTU043,44,0.57639482,PIC02
pOTU034_pOTU045,44,0.619400588,PIC02
pOTU034_pOTU044,44,0.621329979,PIC02
pOTU034_pOTU039,44,0.539436991,PIC02
pOTU034_pOTU034,0,0,PIC02
pOTU034_pOTU035,44,0.524055082,PIC02
pOTU034_pOTU033,44,0.808698648,PIC02
pOTU034_pOTU025,44,0.744558253,PIC02
pOTU034_pOTU026,44,0.826606822,PIC02
pOTU034_pOTU024,44,0.581717926,PIC02
pOTU034_pOTU014,44,0.01679151,PIC02
pOTU034_pOTU013,44,0.001029842,PIC02
pOTU034_pOTU006,44,0.000755795,PIC02
pOTU035_pOTU022,32,0.218358951,PIC02
pOTU035_pOTU043,32,0.433067576,PIC02
pOTU035_pOTU045,32,0.333043691,PIC02
pOTU035_pOTU044,34,0.424564821,PIC02
pOTU035_pOTU039,32,0.80987979,PIC02
pOTU035_pOTU034,44,0.524055082,PIC02
pOTU035_pOTU035,0,0,PIC02
pOTU035_pOTU033,2,0.601181266,PIC02
pOTU035_pOTU025,34,0.473866083,PIC02
pOTU035_pOTU026,32,0.558950001,PIC02
pOTU035_pOTU024,32,0.242767388,PIC02
pOTU035_pOTU014,40,0.006761757,PIC02
pOTU035_pOTU013,40,2.09E-08,PIC02
pOTU035_pOTU006,32,0.000606413,PIC02
pOTU033_pOTU022,32,0.352701653,PIC02
pOTU033_pOTU043,32,0.63609628,PIC02
pOTU033_pOTU045,32,0.646951753,PIC02
pOTU033_pOTU044,34,0.654292177,PIC02
pOTU033_pOTU039,32,0.636975087,PIC02
pOTU033_pOTU034,44,0.808698648,PIC02
pOTU033_pOTU035,2,0.601181266,PIC02
pOTU033_pOTU033,0,0,PIC02
pOTU033_pOTU025,34,0.785952311,PIC02
pOTU033_pOTU026,32,0.815107414,PIC02
pOTU033_pOTU024,32,0.581675422,PIC02
pOTU033_pOTU014,40,0.008435022,PIC02
pOTU033_pOTU013,40,0.001388094,PIC02
pOTU033_pOTU006,32,0.000755771,PIC02
pOTU025_pOTU022,34,0.357293483,PIC02
pOTU025_pOTU043,34,0.608558205,PIC02
pOTU025_pOTU045,34,0.6570938,PIC02
pOTU025_pOTU044,12,0.57909786,PIC02
pOTU025_pOTU039,34,0.480545683,PIC02
pOTU025_pOTU034,44,0.744558253,PIC02
pOTU025_pOTU035,34,0.473866083,PIC02
pOTU025_pOTU033,34,0.785952311,PIC02
pOTU025_pOTU025,0,0,PIC02
pOTU025_pOTU026,34,0.746601871,PIC02
pOTU025_pOTU024,34,0.725401114,PIC02
pOTU025_pOTU014,40,0.006096147,PIC02
pOTU025_pOTU013,40,6.16E-05,PIC02
pOTU025_pOTU006,34,0.000755771,PIC02
pOTU026_pOTU022,26,0.418128496,PIC02
pOTU026_pOTU043,26,0.579651557,PIC02
pOTU026_pOTU045,26,0.617919234,PIC02
pOTU026_pOTU044,34,0.622924358,PIC02
pOTU026_pOTU039,26,0.565005128,PIC02
pOTU026_pOTU034,44,0.826606822,PIC02
pOTU026_pOTU035,32,0.558950001,PIC02
pOTU026_pOTU033,32,0.815107414,PIC02
pOTU026_pOTU025,34,0.746601871,PIC02
pOTU026_pOTU026,0,0,PIC02
pOTU026_pOTU024,26,0.530768188,PIC02
pOTU026_pOTU014,40,0.01250429,PIC02
pOTU026_pOTU013,40,0.039065324,PIC02
pOTU026_pOTU006,26,0.007788561,PIC02
pOTU024_pOTU022,16,0.285478261,PIC02
pOTU024_pOTU043,12,0.437698552,PIC02
pOTU024_pOTU045,12,0.678573353,PIC02
pOTU024_pOTU044,34,0.48911489,PIC02
pOTU024_pOTU039,12,0.26297242,PIC02
pOTU024_pOTU034,44,0.581717926,PIC02
pOTU024_pOTU035,32,0.242767388,PIC02
pOTU024_pOTU033,32,0.581675422,PIC02
pOTU024_pOTU025,34,0.725401114,PIC02
pOTU024_pOTU026,26,0.530768188,PIC02
pOTU024_pOTU024,0,0,PIC02
pOTU024_pOTU014,40,0.006158101,PIC02
pOTU024_pOTU013,40,0.001319345,PIC02
pOTU024_pOTU006,6,0.000755771,PIC02
pOTU014_pOTU022,40,0.146385263,PIC02
pOTU014_pOTU043,40,0.012592751,PIC02
pOTU014_pOTU045,40,0.000518674,PIC02
pOTU014_pOTU044,40,0.002295862,PIC02
pOTU014_pOTU039,40,0.004899162,PIC02
pOTU014_pOTU034,44,0.01679151,PIC02
pOTU014_pOTU035,40,0.006761757,PIC02
pOTU014_pOTU033,40,0.008435022,PIC02
pOTU014_pOTU025,40,0.006096147,PIC02
pOTU014_pOTU026,40,0.01250429,PIC02
pOTU014_pOTU024,40,0.006158101,PIC02
pOTU014_pOTU014,0,0,PIC02
pOTU014_pOTU013,8,0.004114236,PIC02
pOTU014_pOTU006,40,0.00075569,PIC02
pOTU013_pOTU022,40,0.126032605,PIC02
pOTU013_pOTU043,40,5.31E-05,PIC02
pOTU013_pOTU045,40,0,PIC02
pOTU013_pOTU044,40,1.59E-06,PIC02
pOTU013_pOTU039,40,2.34E-06,PIC02
pOTU013_pOTU034,44,0.001029842,PIC02
pOTU013_pOTU035,40,2.09E-08,PIC02
pOTU013_pOTU033,40,0.001388094,PIC02
pOTU013_pOTU025,40,6.16E-05,PIC02
pOTU013_pOTU026,40,0.039065324,PIC02
pOTU013_pOTU024,40,0.001319345,PIC02
pOTU013_pOTU014,8,0.004114236,PIC02
pOTU013_pOTU013,0,0,PIC02
pOTU013_pOTU006,40,0.368174732,PIC02
pOTU006_pOTU022,16,0.017251158,PIC02
pOTU006_pOTU043,12,0.000755771,PIC02
pOTU006_pOTU045,12,0.000755771,PIC02
pOTU006_pOTU044,34,0.000755771,PIC02
pOTU006_pOTU039,12,0.000755771,PIC02
pOTU006_pOTU034,44,0.000755795,PIC02
pOTU006_pOTU035,32,0.000606413,PIC02
pOTU006_pOTU033,32,0.000755771,PIC02
pOTU006_pOTU025,34,0.000755771,PIC02
pOTU006_pOTU026,26,0.007788561,PIC02
pOTU006_pOTU024,6,0.000755771,PIC02
pOTU006_pOTU014,40,0.00075569,PIC02
pOTU006_pOTU013,40,0.368174732,PIC02
pOTU006_pOTU006,0,0,PIC02
pOTU036_pOTU036,0,0,PIC03
pOTU036_pOTU021,16,0.06451383,PIC03
pOTU036_pOTU030,18,0.452918482,PIC03
pOTU036_pOTU037,14,0.078832963,PIC03
pOTU036_pOTU031,18,0.394796943,PIC03
pOTU036_pOTU015,18,0.095504119,PIC03
pOTU036_pOTU012,14,0.435675888,PIC03
pOTU036_pOTU001,16,0.57877867,PIC03
pOTU021_pOTU036,16,0.06451383,PIC03
pOTU021_pOTU021,0,0,PIC03
pOTU021_pOTU030,18,0.055342033,PIC03
pOTU021_pOTU037,16,0.002450798,PIC03
pOTU021_pOTU031,18,0.007151858,PIC03
pOTU021_pOTU015,18,0.003639352,PIC03
pOTU021_pOTU012,16,0.004825422,PIC03
pOTU021_pOTU001,12,0.023306251,PIC03
pOTU030_pOTU036,18,0.452918482,PIC03
pOTU030_pOTU021,18,0.055342033,PIC03
pOTU030_pOTU030,0,0,PIC03
pOTU030_pOTU037,18,0.001289681,PIC03
pOTU030_pOTU031,8,0.577822882,PIC03
pOTU030_pOTU015,4,0.002291119,PIC03
pOTU030_pOTU012,18,0.654565851,PIC03
pOTU030_pOTU001,18,0.311611476,PIC03
pOTU037_pOTU036,14,0.078832963,PIC03
pOTU037_pOTU021,16,0.002450798,PIC03
pOTU037_pOTU030,18,0.001289681,PIC03
pOTU037_pOTU037,0,0,PIC03
pOTU037_pOTU031,18,0.007092755,PIC03
pOTU037_pOTU015,18,0.847312786,PIC03
pOTU037_pOTU012,12,0.042726638,PIC03
pOTU037_pOTU001,16,0.179835768,PIC03
pOTU031_pOTU036,18,0.394796943,PIC03
pOTU031_pOTU021,18,0.007151858,PIC03
pOTU031_pOTU030,8,0.577822882,PIC03
pOTU031_pOTU037,18,0.007092755,PIC03
pOTU031_pOTU031,0,0,PIC03
pOTU031_pOTU015,8,0.006999151,PIC03
pOTU031_pOTU012,18,0.733848341,PIC03
pOTU031_pOTU001,18,0.466436332,PIC03
pOTU015_pOTU036,18,0.095504119,PIC03
pOTU015_pOTU021,18,0.003639352,PIC03
pOTU015_pOTU030,4,0.002291119,PIC03
pOTU015_pOTU037,18,0.847312786,PIC03
pOTU015_pOTU031,8,0.006999151,PIC03
pOTU015_pOTU015,0,0,PIC03
pOTU015_pOTU012,18,0.042477135,PIC03
pOTU015_pOTU001,18,0.192226012,PIC03
pOTU012_pOTU036,14,0.435675888,PIC03
pOTU012_pOTU021,16,0.004825422,PIC03
pOTU012_pOTU030,18,0.654565851,PIC03
pOTU012_pOTU037,12,0.042726638,PIC03
pOTU012_pOTU031,18,0.733848341,PIC03
pOTU012_pOTU015,18,0.042477135,PIC03
pOTU012_pOTU012,0,0,PIC03
pOTU012_pOTU001,16,0.430665444,PIC03
pOTU001_pOTU036,16,0.57877867,PIC03
pOTU001_pOTU021,12,0.023306251,PIC03
pOTU001_pOTU030,18,0.311611476,PIC03
pOTU001_pOTU037,16,0.179835768,PIC03
pOTU001_pOTU031,18,0.466436332,PIC03
pOTU001_pOTU015,18,0.192226012,PIC03
pOTU001_pOTU012,16,0.430665444,PIC03
pOTU001_pOTU001,0,0,PIC03
pOTU046_pOTU046,0,0,PIC05
pOTU046_pOTU041,12,0.719389934,PIC05
pOTU046_pOTU042,12,0.710180098,PIC05
pOTU046_pOTU038,10,0.704943045,PIC05
pOTU046_pOTU027,8,0.732672998,PIC05
pOTU041_pOTU046,12,0.719389934,PIC05
pOTU041_pOTU041,0,0,PIC05
pOTU041_pOTU042,2,0.694680718,PIC05
pOTU041_pOTU038,12,0.799394262,PIC05
pOTU041_pOTU027,12,0.833228062,PIC05
pOTU042_pOTU046,12,0.710180098,PIC05
pOTU042_pOTU041,2,0.694680718,PIC05
pOTU042_pOTU042,0,0,PIC05
pOTU042_pOTU038,12,0.657286298,PIC05
pOTU042_pOTU027,12,0.707055108,PIC05
pOTU038_pOTU046,10,0.704943045,PIC05
pOTU038_pOTU041,12,0.799394262,PIC05
pOTU038_pOTU042,12,0.657286298,PIC05
pOTU038_pOTU038,0,0,PIC05
pOTU038_pOTU027,10,0.779601591,PIC05
pOTU027_pOTU046,8,0.732672998,PIC05
pOTU027_pOTU041,12,0.833228062,PIC05
pOTU027_pOTU042,12,0.707055108,PIC05
pOTU027_pOTU038,10,0.779601591,PIC05
pOTU027_pOTU027,0,0,PIC05
