Sample_number,SampleID,bio_project,bioSampleID,seqtech,latitude,longitude,envgroup,Ocean,lat_rank,Longhurst_province,depth,ocean_water_column_depth,sunlit_dark_ocean,size_fraction_lower_threshold,size_fraction_upper_threshold,plankton_size_fraction,notus,nreads,picozoa_nreads,picozoa_noutus
2373,ERR2733088,PRJEB28140,SAMEA4825540,illumina,10.43416661,-84.01312111,land_soil,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1392,156616,0,0
2350,ERR2733085,PRJEB28140,SAMEA4825537,illumina,10.43434445,-84.01378555,land_soil,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1181,93266,0,0
1776,Not found,Not found,L057_L058 (Neotropical_lowland_forests),NA,10.43498314,-84.01253842,land_soil,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,665,624696,0,00-NO
1772,Not found,Not found,L055_L056 (Neotropical_lowland_forests),NA,10.4359195,-84.01317737,land_soil,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,237,616670,0,00-NO
1847,Not found,Not found,L155_L156 (Neotropical_lowland_forests),NA,10.4359195,-84.01317737,land_soil,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,43,521166,0,00-NO
4694,SRR3735294,PRJNA326482,SAMN05331346,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,237,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,555,112718,0,0
4695,SRR3735295,PRJNA326482,SAMN05331347,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,247,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,297,109740,0,0
4696,SRR3735298,PRJNA326482,SAMN05331350,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,267,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,466,73524,0,0
4697,SRR3735265,PRJNA326482,SAMN05331323,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,295,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,180,22732,0,0
4698,SRR3735266,PRJNA326482,SAMN05331324,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,295,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,328,177898,0,0
4699,SRR3735268,PRJNA326482,SAMN05331325,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,314,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,212,109244,0,0
4700,SRR3735270,PRJNA326482,SAMN05331326,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,314,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,217,193138,0,0
4701,SRR3735272,PRJNA326482,SAMN05331328,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,93,32738,0,0
4702,SRR3735271,PRJNA326482,SAMN05331327,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,180,86458,0,0
5216,SRR3735250,PRJNA326482,SAMN05325829,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,234,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,93,197,0,0
5217,SRR3735231,PRJNA326482,SAMN05325855,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,247,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,33,940,0,0
5218,SRR3735281,PRJNA326482,SAMN05331336,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,247,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,432,131136,0,0
5219,SRR3735279,PRJNA326482,SAMN05331335,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,247,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,548,171276,0,0
5220,SRR3735283,PRJNA326482,SAMN05331337,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,267,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,446,20162,0,0
5221,SRR3735258,PRJNA326482,SAMN05331316,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,338,296998,0,0
5222,SRR3735286,PRJNA326482,SAMN05331340,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,149,2184,0,0
5223,SRR3735285,PRJNA326482,SAMN05331339,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,259,16520,0,0
6057,SRR3735292,PRJNA326482,SAMN05331345,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,237,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,839,300466,8,2
6183,SRR3735301,PRJNA326482,SAMN05331311,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,295,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,1305,369432,22,3
6317,SRR3735276,PRJNA326482,SAMN05331332,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,200,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,980,153984,18,1
6523,SRR3735278,PRJNA326482,SAMN05331334,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,237,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,861,76524,18,2
7273,SRR3735293,PRJNA326482,SAMN05331310,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,234,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,2361,327246,308,14
7384,SRR3735264,PRJNA326482,SAMN05331322,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,234,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,1235,203770,218,12
7740,SRR3735241,PRJNA326482,SAMN05325828,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,234,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,355,1278,2,1
7896,SRR3735280,PRJNA326482,SAMN05331309,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,234,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,2562,272826,488,10
8501,SRR3735226,PRJNA326482,SAMN05325851,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,200,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,766,5679,16,3
5215,SRR3735224,PRJNA326482,SAMN05325849,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,143,Epipelagic,sunlit ,2.7,NA,picoplankton +,198,651,0,0
6087,SRR3735288,PRJNA326482,SAMN05331342,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,143,Epipelagic,sunlit ,0.2,2.7,picoplankton,546,127048,4,2
6325,SRR3735273,PRJNA326482,SAMN05331329,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,143,Epipelagic,sunlit ,2.7,NA,picoplankton +,525,98618,12,4
6517,SRR3735269,PRJNA326482,SAMN05331308,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,198,Epipelagic,sunlit ,2.7,NA,picoplankton +,1706,231688,54,7
7579,SRR3735257,PRJNA326482,SAMN05331307,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,103,Epipelagic,sunlit ,2.7,NA,picoplankton +,2187,148430,196,12
8042,SRR3735259,PRJNA326482,SAMN05331317,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,103,Epipelagic,sunlit ,0.2,2.7,picoplankton,1367,236280,474,13
8069,SRR3735261,PRJNA326482,SAMN05331319,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,198,Epipelagic,sunlit ,0.2,2.7,picoplankton,1753,302838,616,10
8110,SRR3735274,PRJNA326482,SAMN05331330,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,143,Epipelagic,sunlit ,2.7,NA,picoplankton +,1556,84372,178,10
8858,SRR3735256,PRJNA326482,SAMN05331306,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,103,Epipelagic,sunlit ,2.7,NA,picoplankton +,3569,446266,1616,15
8994,SRR3735210,PRJNA326482,SAMN05325838,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,198,Epipelagic,sunlit ,0.2,2.7,picoplankton,131,256,1,1
4692,SRR3735300,PRJNA326482,SAMN05331352,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,739,357158,0,0
4693,SRR3735296,PRJNA326482,SAMN05331348,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,247,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,615,181636,0,0
6220,SRR3735302,PRJNA326482,SAMN05331312,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,295,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,845,347950,26,2
6625,SRR3735305,PRJNA326482,SAMN05331315,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,900,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,801,254452,78,4
6685,SRR3735303,PRJNA326482,SAMN05331313,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,314,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,813,91004,32,4
6740,SRR3735277,PRJNA326482,SAMN05331333,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,237,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,1044,172870,68,2
6853,SRR3735284,PRJNA326482,SAMN05331338,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,267,Mesopelagic,dark_ocean,2.7,NA,picoplankton +,869,40638,20,3
7255,SRR3735290,PRJNA326482,SAMN05331344,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,200,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,675,58966,54,4
7938,SRR3735263,PRJNA326482,SAMN05331321,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,234,Mesopelagic,dark_ocean,0.2,2.7,picoplankton,1401,385464,714,10
7336,SRR3735287,PRJNA326482,SAMN05331341,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,143,Epipelagic,sunlit ,0.2,2.7,picoplankton,2320,418880,420,10
9858,SRR3735262,PRJNA326482,SAMN05331320,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,198,Epipelagic,sunlit ,0.2,2.7,picoplankton,2106,332218,2050,13
11223,SRR3735260,PRJNA326482,SAMN05331318,illumina,10.617,-65.167,marine_water,NAO,0-30N,Coastal - Guianas Coastal Province,103,Epipelagic,sunlit ,0.2,2.7,picoplankton,2355,247534,3128,25
4726,ERR2220227,PRJEB23771,SAMEA104422568,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,2800,Bathypelagic,dark_ocean,0.22,3,picoplankton ,31,87507,0,0
4744,ERR2220320,PRJEB23771,SAMEA104422653,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,280,Mesopelagic,dark_ocean,0.22,3,picoplankton ,403,1124,0,0
4745,ERR2220319,PRJEB23771,SAMEA104422655,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,600,Mesopelagic,dark_ocean,0.22,3,picoplankton ,642,39449,0,0
4746,ERR2220318,PRJEB23771,SAMEA104422657,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,780,Mesopelagic,dark_ocean,0.22,3,picoplankton ,382,1587,0,0
6732,ERR2220317,PRJEB23771,SAMEA104422659,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,2000,Bathypelagic,dark_ocean,0.22,3,picoplankton ,1953,45989,18,5
7582,ERR2220321,PRJEB23771,SAMEA104422652,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,37,Epipelagic,sunlit ,0.22,3,picoplankton ,1520,51318,68,14
9424,ERR2220322,PRJEB23771,SAMEA104422651,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,3,Surface,sunlit ,0.22,3,picoplankton ,574,3423,17,9
4718,ERR2220230,PRJEB23771,SAMEA104422565,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,600,Mesopelagic,dark_ocean,0.22,3,picoplankton ,581,53976,0,0
6237,ERR2220316,PRJEB23771,SAMEA104422661,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,2800,Bathypelagic,dark_ocean,0.22,3,picoplankton ,1025,61243,5,2
7047,ERR2220231,PRJEB23771,SAMEA104422564,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,280,Mesopelagic,dark_ocean,0.22,3,picoplankton ,1535,53409,37,5
8875,ERR2220229,PRJEB23771,SAMEA104422566,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,780,Mesopelagic,dark_ocean,0.22,3,picoplankton ,751,102987,376,5
8879,ERR2220228,PRJEB23771,SAMEA104422567,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,2000,Bathypelagic,dark_ocean,0.22,3,picoplankton ,1194,76288,279,8
7855,ERR2220232,PRJEB23771,SAMEA104422563,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,37,Epipelagic,sunlit ,0.22,3,picoplankton ,2199,91078,157,16
11148,ERR2220233,PRJEB23771,SAMEA104422562,illumina,10.7585,-102.4423333,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,3,Surface,sunlit ,0.22,3,picoplankton ,1596,39642,478,21
11889,ERR2223319,PRJEB23913,SAMEA104432507,illumina,10.759,-102.442,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,3,Surface,sunlit ,0.2,3,picoplankton,1075,18701,409,11
1010,ERR2234438,PRJEB24184,SAMEA104452644,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1044,4402,0,0
1011,ERR2234433,PRJEB24184,SAMEA104452639,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1048,31151,0,0
1012,ERR2234426,PRJEB24184,SAMEA104452632,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,739,47263,0,0
1013,ERR2234435,PRJEB24184,SAMEA104452641,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,692,76876,0,0
1014,ERR2234439,PRJEB24184,SAMEA104452645,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,813,77469,0,0
1015,ERR2234428,PRJEB24184,SAMEA104452634,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,758,81812,0,0
1016,ERR2234436,PRJEB24184,SAMEA104452642,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,555,102868,0,0
1017,ERR2234437,PRJEB24184,SAMEA104452643,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1056,121072,0,0
1018,ERR2234430,PRJEB24184,SAMEA104452636,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1191,126673,0,0
1019,ERR2234434,PRJEB24184,SAMEA104452640,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,2019,128377,0,0
1020,ERR2234425,PRJEB24184,SAMEA104452631,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1060,134939,0,0
1021,ERR2234429,PRJEB24184,SAMEA104452635,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1108,153630,0,0
1022,ERR2234431,PRJEB24184,SAMEA104452637,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1332,165715,0,0
1023,ERR2234432,PRJEB24184,SAMEA104452638,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1249,217291,0,0
1024,ERR2234427,PRJEB24184,SAMEA104452633,illumina,10.98333333,-85.43333333,land_sediment,NA,NA,Coordinates may be on land,NA,not_applicable,not_applicable,NA,NA,not_applicable,1502,231313,0,0
363,ERR2348924,PRJEB25163,SAMEA104640569,illumina,11.1133,-74.1286,land_organism,NA,NA,Coordinates may be on land,not_applicable,not_applicable,not_applicable,NA,NA,not_applicable,38,11303,0,0
5352,ERR10234801,PRJEB6610,SAMEA2732443,illumina,11.2521,-152.4543,marine_water,NPO,0-30N,Trades - N. Pacific Tropical Gyre Province,5,Surface,sunlit ,20,180,microplankton,1504,362681,0,0
5517,ERR10234873,PRJEB6610,SAMEA2732442,illumina,11.2678,-152.3972,marine_water,NPO,0-30N,Trades - N. Pacific Tropical Gyre Province,5,Surface,sunlit ,180,2000,microplankton,1089,455412,0,0
9069,ERR4227224,PRJEB6610,SAMEA2622995,illumina,11.2723,-152.3711,marine_water,NPO,0-30N,Trades - N. Pacific Tropical Gyre Province,5,Surface,sunlit ,0.8,>0.8,picoplankton +,5675,601389,2446,22
10680,ERR10234515,PRJEB6610,SAMEA2622997,illumina,11.2723,-152.3711,marine_water,NPO,0-30N,Trades - N. Pacific Tropical Gyre Province,5,Surface,sunlit ,0.8,5,picoplankton +,5872,618452,5785,27
10245,ERR2223318,PRJEB23913,SAMEA104432506,illumina,11.354,-105.011,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,3,Surface,sunlit ,0.2,3,picoplankton,939,32553,244,9
11655,ERR2223303,PRJEB23913,SAMEA104432491,illumina,11.593,-162.41,marine_water,NPO,0-30N,Trades - N. Pacific Tropical Gyre Province,3,Surface,sunlit ,0.2,3,picoplankton,1819,26799,455,20
10984,ERR2223317,PRJEB23913,SAMEA104432505,illumina,12.001,-108.076,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,3,Surface,sunlit ,0.2,3,picoplankton,750,3903,43,11
3531,ERR2261818,PRJEB24453,SAMEA104483602,illumina,12.120209,-68.970157,marine_organism,NAO,0-30N,Trades - Caribbean Province,NA,not_applicable,not_applicable,NA,NA,not_applicable,18,24425,0,0
3532,ERR2261819,PRJEB24453,SAMEA104483603,illumina,12.120209,-68.970157,marine_organism,NAO,0-30N,Trades - Caribbean Province,NA,not_applicable,not_applicable,NA,NA,not_applicable,9,42993,0,0
11402,ERR2223325,PRJEB23913,SAMEA104432513,illumina,12.363,-74.039,marine_water,NAO,0-30N,Trades - Caribbean Province,3,Surface,sunlit ,0.2,3,picoplankton,1963,108329,1527,22
8431,ERR2223316,PRJEB23913,SAMEA104432504,illumina,13.205,-113.256,marine_water,NPO,0-30N,Trades - N. Pacific Equatorial Countercurrent Province,3,Surface,sunlit ,0.2,3,picoplankton,1611,107750,288,12
10591,ERR2223315,PRJEB23913,SAMEA104432503,illumina,13.804,-115.756,marine_water,NPO,0-30N,Trades - N. Pacific Tropical Gyre Province,3,Surface,sunlit ,0.2,3,picoplankton,1697,29635,263,16
5401,SRR14699065,PRJNA733875,SAMN19403376,illumina,13.895,-17.36,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,344,19438,0,0
7139,SRR14699058,PRJNA733875,SAMN19403376,illumina,13.895,-17.36,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,895,47222,37,10
10900,SRR14699057,PRJNA733875,SAMN19403376,illumina,13.895,-17.36,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1503,40091,421,24
12515,SRR14699056,PRJNA733875,SAMN19403376,illumina,13.895,-17.36,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,0.2,3,picoplankton,1593,50939,4552,29
6434,SRR14699073,PRJNA733875,SAMN19403376,illumina,13.903,-16.872,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,753,37991,7,4
10512,SRR14699072,PRJNA733875,SAMN19403376,illumina,13.903,-16.872,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1284,44541,382,16
12314,SRR14699071,PRJNA733875,SAMN19403376,illumina,13.903,-16.872,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,0.2,3,picoplankton,1468,61455,2581,22
6516,SRR14699067,PRJNA733875,SAMN19403376,illumina,13.904,-17.134,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,633,64482,15,8
6561,SRR14699068,PRJNA733875,SAMN19403376,illumina,13.904,-17.134,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,527,23220,6,3
6984,SRR14699053,PRJNA733875,SAMN19403376,illumina,13.904,-16.871,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,790,63066,39,11
9128,SRR14699070,PRJNA733875,SAMN19403376,illumina,13.904,-16.871,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,704,60971,257,15
9161,SRR14699066,PRJNA733875,SAMN19403376,illumina,13.904,-17.134,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1184,34560,148,16
9566,SRR14699060,PRJNA733875,SAMN19403376,illumina,13.904,-17.134,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1147,30501,162,14
11824,SRR14699069,PRJNA733875,SAMN19403376,illumina,13.904,-16.871,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1223,40412,827,20
11832,SRR14699052,PRJNA733875,SAMN19403376,illumina,13.904,-16.871,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1387,65102,1347,25
11936,SRR14699059,PRJNA733875,SAMN19403376,illumina,13.904,-17.134,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,0.2,3,picoplankton,1303,52828,1214,30
6757,SRR14699050,PRJNA733875,SAMN19403376,illumina,14.113,-16.919,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,831,39243,16,6
7112,SRR14699062,PRJNA733875,SAMN19403376,illumina,14.113,-16.919,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,20,NA,microplankton,656,42319,32,5
10220,SRR14699061,PRJNA733875,SAMN19403376,illumina,14.113,-16.919,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1174,35032,259,16
11716,SRR14699075,PRJNA733875,SAMN19403376,illumina,14.113,-16.919,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,3,20,picoplankton +,1115,26057,473,18
12542,SRR14699074,PRJNA733875,SAMN19403376,illumina,14.113,-16.919,marine_water,NAO,0-30N,Coastal - Canary Coastal Province (EACB),1,Surface,sunlit ,0.2,3,picoplankton,1195,49337,5909,22
5986,ERR2220324,PRJEB23771,SAMEA104422672,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,2400,Bathypelagic,dark_ocean,0.22,3,picoplankton ,620,72511,1,1
6125,ERR2220323,PRJEB23771,SAMEA104422673,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,3100,Bathypelagic,dark_ocean,0.22,3,picoplankton ,1111,124110,5,2
6328,ERR2220238,PRJEB23771,SAMEA104422571,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,460,Mesopelagic,dark_ocean,0.22,3,picoplankton ,840,55683,7,5
6616,ERR2220326,PRJEB23771,SAMEA104422669,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,800,Mesopelagic,dark_ocean,0.22,3,picoplankton ,842,10006,3,2
7130,ERR2220325,PRJEB23771,SAMEA104422671,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,2000,Bathypelagic,dark_ocean,0.22,3,picoplankton ,1024,90798,70,2
4738,ERR2220239,PRJEB23771,SAMEA104422570,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,106,Epipelagic,sunlit ,0.22,3,picoplankton ,51,44165,0,0
8603,ERR2220328,PRJEB23771,SAMEA104422665,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,106,Epipelagic,sunlit ,0.22,3,picoplankton ,784,4298,13,8
10292,ERR2223326,PRJEB23913,SAMEA104432514,illumina,14.158,-71.673,marine_water,NAO,0-30N,Trades - Caribbean Province,3,Surface,sunlit ,0.2,3,picoplankton,577,2979,23,9
11625,ERR2220329,PRJEB23771,SAMEA104422663,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,3,Surface,sunlit ,0.22,3,picoplankton ,2509,78364,1298,26
6444,ERR2220327,PRJEB23771,SAMEA104422667,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,460,Mesopelagic,dark_ocean,0.22,3,picoplankton ,2885,127384,24,3
6720,ERR2220234,PRJEB23771,SAMEA104422575,illumina,14.158,-71.67333333,marine_water,NAO,0-30N,Trades - Caribbean Province,3100,Bathypelagic,dark_ocean,0.22,3,picoplankton ,700,57757,22,5
